Timecode,WinLose,WinProb,Trial,Condition,Time,Tot_spikes,Post_spikes
212524177,0,low,14,Social,6485.72317504883,0,0
212718959,0,low,15,Social,6491.66744995117,0,0
212913742,0,low,16,Social,6497.61175537109,7,7
213108559,0,low,17,Social,6503.55709838867,0,0
213303342,0,low,18,Social,6509.50140380859,0,0
213498126,0,low,19,Social,6515.44573974609,0,0
213692940,0,low,20,Social,6521.39099121094,0,0
214011039,0,low,21,Social,6531.09860229492,0,0
214205823,0,low,22,Social,6537.04293823242,0,0
214400640,0,low,23,Social,6542.98828125,4,4
214595423,0,low,24,Social,6548.93258666992,0,0
214790208,0,low,25,Social,6554.876953125,0,0
214984997,1,low,26,Social,6560.82144165039,1,0
215179808,1,low,27,Social,6566.7666015625,0,0
215374592,1,low,28,Social,6572.7109375,0,0
215569380,0,low,29,Social,6578.65539550781,0,0
215764191,0,low,30,Social,6584.60055541992,0,0
215958974,0,low,31,Social,6590.54486083984,3,3
216153759,0,low,32,Social,6596.48922729492,0,0
216348578,0,low,33,Social,6602.43463134766,0,0
216543360,0,low,34,Social,6608.37890625,1,1
216738145,1,low,35,Social,6614.32327270508,0,0
216932934,0,low,36,Social,6620.26776123047,1,0
217127748,1,low,37,Social,6626.21301269531,0,0
217322534,0,low,38,Social,6632.15740966797,0,0
217517311,0,low,39,Social,6638.10153198242,1,1
217712130,0,low,40,Social,6644.04693603516,0,0
217906917,1,low,41,Social,6649.99136352539,0,0
218101700,0,low,42,Social,6655.93566894531,0,0
218296510,0,low,43,Social,6661.88079833984,0,0
218491296,0,low,44,Social,6667.8251953125,0,0
218686076,0,low,45,Social,6673.76940917969,0,0
253276455,0,low,46,Social,7729.38400268555,0,0
253471244,0,low,47,Social,7735.32849121094,0,0
253666023,0,low,48,Social,7741.27267456055,0,0
253860840,0,low,49,Social,7747.21801757812,0,0
254055632,1,low,50,Social,7753.16259765625,0,0
254303893,0,low,51,Social,7760.73892211914,0,0
254498677,1,low,52,Social,7766.68325805664,0,0
254693487,1,low,53,Social,7772.62838745117,0,0
254888283,0,low,54,Social,7778.57308959961,0,0
255083056,0,low,55,Social,7784.51708984375,0,0
255277872,0,low,56,Social,7790.46240234375,0,0
255472664,1,low,57,Social,7796.40698242188,0,0
255667447,0,low,58,Social,7802.3512878418,0,0
255862224,0,low,59,Social,7808.29541015625,0,0
256057049,1,low,60,Social,7814.24099731445,0,0
256251829,0,low,61,Social,7820.18521118164,0,0
256446609,0,low,62,Social,7826.12942504883,0,0
256641426,0,low,63,Social,7832.07476806641,1,1
256836211,0,low,64,Social,7838.01913452148,0,0
257030997,1,low,65,Social,7843.96353149414,0,0
257363837,1,low,66,Social,7854.12100219727,3,3
257558660,0,low,67,Social,7860.06652832031,0,0
257753442,1,low,68,Social,7866.01080322266,0,0
257948226,0,low,69,Social,7871.95513916016,0,0
258143007,1,low,70,Social,7877.89938354492,0,0
258337827,0,low,71,Social,7883.84481811523,0,0
258532614,0,low,72,Social,7889.78924560547,0,0
258727388,0,low,73,Social,7895.73327636719,0,0
258922206,0,low,74,Social,7901.67864990234,0,0
259116990,0,low,75,Social,7907.62298583984,0,0
259311773,0,low,76,Social,7913.56729125977,0,0
259506589,0,low,77,Social,7919.51260375977,0,0
259701373,0,low,78,Social,7925.45693969727,0,0
259896157,0,low,79,Social,7931.40127563477,0,0
260090980,1,low,80,Social,7937.34680175781,0,0
260285763,0,low,81,Social,7943.29110717773,0,0
260480548,1,low,82,Social,7949.23547363281,0,0
260675330,0,low,83,Social,7955.17974853516,2,2
260870140,0,low,84,Social,7961.12487792969,0,0
261064927,1,low,85,Social,7967.06930541992,0,0
261259715,0,low,86,Social,7973.01376342773,0,0
261454530,1,low,87,Social,7978.95904541016,0,0
261649317,0,low,88,Social,7984.90347290039,0,0
261844095,0,low,89,Social,7990.84762573242,6,0
262038918,0,low,90,Social,7996.79315185547,0,0
220521617,1,med,1,Social,6729.78567504883,0,0
220716435,0,med,2,Social,6735.73104858398,0,0
220911220,1,med,3,Social,6741.67541503906,0,0
221106004,0,med,4,Social,6747.61975097656,0,0
221300782,0,med,5,Social,6753.56390380859,0,0
221674554,0,med,6,Social,6764.97052001953,0,0
221869376,1,med,7,Social,6770.916015625,1,1
222064155,1,med,8,Social,6776.86019897461,0,0
222258941,1,med,9,Social,6782.80459594727,0,0
222453721,1,med,10,Social,6788.74880981445,0,0
222648545,0,med,11,Social,6794.69436645508,0,0
222843328,1,med,12,Social,6800.638671875,0,0
223038114,0,med,13,Social,6806.58306884766,0,0
223232925,0,med,14,Social,6812.52822875977,0,0
223427706,0,med,15,Social,6818.47247314453,0,0
223622494,1,med,16,Social,6824.41693115234,0,0
223817311,0,med,17,Social,6830.36227416992,0,0
224012095,1,med,18,Social,6836.30661010742,0,0
224206875,1,med,19,Social,6842.25082397461,0,0
224401656,1,med,20,Social,6848.19506835938,0,0
224701113,0,med,21,Social,6857.33377075195,0,0
224895467,0,med,22,Social,6863.26498413086,0,0
225090290,1,med,23,Social,6869.21051025391,0,0
225285073,0,med,24,Social,6875.15481567383,0,0
225479851,0,med,25,Social,6881.09896850586,0,0
225674671,1,med,26,Social,6887.04440307617,0,0
225869452,1,med,27,Social,6892.98864746094,0,0
226064235,1,med,28,Social,6898.93295288086,0,0
226259049,1,med,29,Social,6904.8782043457,0,0
226453836,1,med,30,Social,6910.82263183594,0,0
226648620,1,med,31,Social,6916.76696777344,0,0
226843402,1,med,32,Social,6922.71124267578,0,0
227038225,0,med,33,Social,6928.65676879883,0,0
227233004,0,med,34,Social,6934.60095214844,0,0
227427788,0,med,35,Social,6940.54528808594,0,0
227622607,0,med,36,Social,6946.49069213867,0,0
227817387,0,med,37,Social,6952.43490600586,1,0
228012175,1,med,38,Social,6958.37936401367,0,0
228206991,0,med,39,Social,6964.32467651367,0,0
228401774,0,med,40,Social,6970.26898193359,0,0
228596561,1,med,41,Social,6976.21340942383,0,0
228791344,0,med,42,Social,6982.15771484375,0,0
228986156,0,med,43,Social,6988.10290527344,0,0
229180943,1,med,44,Social,6994.04733276367,0,0
229375723,1,med,45,Social,6999.99154663086,0,0
243649141,1,med,46,Social,7435.58169555664,0,0
243843967,0,med,47,Social,7441.52731323242,0,0
244038746,1,med,48,Social,7447.47149658203,0,0
244233531,0,med,49,Social,7453.41586303711,0,0
244428344,0,med,50,Social,7459.36108398438,0,0
244667858,0,med,51,Social,7466.67047119141,0,0
244862681,1,med,52,Social,7472.61599731445,0,0
245057460,1,med,53,Social,7478.56018066406,0,0
245252241,1,med,54,Social,7484.50442504883,0,0
245447060,1,med,55,Social,7490.44982910156,0,0
245641847,0,med,56,Social,7496.3942565918,0,0
245836626,0,med,57,Social,7502.33843994141,0,0
246031443,0,med,58,Social,7508.28378295898,0,0
246226227,0,med,59,Social,7514.22811889648,0,0
246421007,0,med,60,Social,7520.17233276367,0,0
246615793,0,med,61,Social,7526.11672973633,0,0
246810617,1,med,62,Social,7532.06228637695,0,0
247005395,1,med,63,Social,7538.00643920898,0,0
247200177,1,med,64,Social,7543.95071411133,0,0
247394995,1,med,65,Social,7549.89608764648,0,0
247665084,1,med,66,Social,7558.13854980469,0,0
247859873,0,med,67,Social,7564.08303833008,0,0
248054652,0,med,68,Social,7570.02722167969,0,0
248249472,0,med,69,Social,7575.97265625,0,0
248444251,0,med,70,Social,7581.91683959961,0,0
248639035,0,med,71,Social,7587.86117553711,0,0
248833857,1,med,72,Social,7593.80667114258,0,0
249028634,1,med,73,Social,7599.75079345703,0,0
249223423,0,med,74,Social,7605.69528198242,0,0
249418235,0,med,75,Social,7611.64047241211,0,0
249613027,1,med,76,Social,7617.58505249023,0,0
249807809,0,med,77,Social,7623.52932739258,0,0
250002592,1,med,78,Social,7629.4736328125,1,1
250197409,0,med,79,Social,7635.41897583008,0,0
250392193,1,med,80,Social,7641.36331176758,0,0
250586971,1,med,81,Social,7647.30746459961,0,0
250781795,0,med,82,Social,7653.25302124023,0,0
250976579,1,med,83,Social,7659.19735717773,0,0
251171357,1,med,84,Social,7665.14151000977,0,0
251366179,0,med,85,Social,7671.08700561523,0,0
251560964,1,med,86,Social,7677.03137207031,0,0
251755747,0,med,87,Social,7682.97567749023,0,0
251950527,1,med,88,Social,7688.91989135742,0,0
252145343,1,med,89,Social,7694.86520385742,0,0
252340130,0,med,90,Social,7700.80963134766,0,0
230052878,1,high,1,Social,7020.65667724609,0,0
230247663,1,high,2,Social,7026.60104370117,0,0
230442477,1,high,3,Social,7032.54629516602,0,0
230637263,1,high,4,Social,7038.49069213867,0,0
230832044,1,high,5,Social,7044.43493652344,1,1
231257123,0,high,6,Social,7057.40731811523,0,0
231451891,1,high,7,Social,7063.35116577148,0,0
231646709,0,high,8,Social,7069.29653930664,0,0
231841494,1,high,9,Social,7075.24090576172,0,0
232036272,1,high,10,Social,7081.18505859375,0,0
232231093,0,high,11,Social,7087.13052368164,0,0
232425878,1,high,12,Social,7093.07489013672,0,0
232620659,0,high,13,Social,7099.01913452148,0,0
232815478,1,high,14,Social,7104.96453857422,0,0
233010263,0,high,15,Social,7110.9089050293,0,0
233205046,1,high,16,Social,7116.85321044922,0,0
233399828,0,high,17,Social,7122.79748535156,0,0
233594645,0,high,18,Social,7128.74282836914,0,0
233789429,1,high,19,Social,7134.68716430664,0,0
233984208,1,high,20,Social,7140.63134765625,0,0
234407107,0,high,21,Social,7153.53720092773,0,0
234601886,0,high,22,Social,7159.48138427734,1,0
234796680,1,high,23,Social,7165.42602539062,0,0
234991484,1,high,24,Social,7171.37097167969,0,0
235186273,1,high,25,Social,7177.31546020508,0,0
235381057,0,high,26,Social,7183.25979614258,0,0
235575836,0,high,27,Social,7189.20397949219,0,0
235770660,1,high,28,Social,7195.14953613281,0,0
235965440,1,high,29,Social,7201.09375,0,0
236160227,0,high,30,Social,7207.03817749023,0,0
236355044,1,high,31,Social,7212.98352050781,0,0
236549824,0,high,32,Social,7218.927734375,0,0
236744610,1,high,33,Social,7224.87213134766,0,0
236939423,1,high,34,Social,7230.81735229492,1,1
237134206,1,high,35,Social,7236.76165771484,0,0
237328991,1,high,36,Social,7242.70602416992,0,0
237523806,1,high,37,Social,7248.65130615234,0,0
237718593,1,high,38,Social,7254.59573364258,0,0
237913375,1,high,39,Social,7260.54000854492,0,0
238108160,1,high,40,Social,7266.484375,0,0
238302977,1,high,41,Social,7272.42971801758,0,0
238497763,1,high,42,Social,7278.37411499023,0,0
238692541,1,high,43,Social,7284.31826782227,1,1
238887360,1,high,44,Social,7290.263671875,0,0
239082143,1,high,45,Social,7296.20797729492,0,0
263046162,1,high,46,Social,8027.53179931641,0,0
263240941,1,high,47,Social,8033.47598266602,3,0
263435725,1,high,48,Social,8039.42031860352,0,0
263630543,1,high,49,Social,8045.36569213867,2,1
263825327,1,high,50,Social,8051.31002807617,0,0
264136897,1,high,51,Social,8060.81838989258,0,0
264331688,0,high,52,Social,8066.76293945312,0,0
264526473,1,high,53,Social,8072.7073059082,0,0
264721256,0,high,54,Social,8078.65161132812,1,0
264916074,1,high,55,Social,8084.59698486328,0,0
265110852,1,high,56,Social,8090.54113769531,0,0
265305634,1,high,57,Social,8096.48541259766,2,2
265500458,0,high,58,Social,8102.43096923828,0,0
265695241,1,high,59,Social,8108.3752746582,1,1
265890027,0,high,60,Social,8114.31967163086,2,0
266084836,0,high,61,Social,8120.26477050781,3,0
266279626,1,high,62,Social,8126.20928955078,0,0
266474403,1,high,63,Social,8132.15341186523,1,1
266669219,1,high,64,Social,8138.09872436523,0,0
266864011,0,high,65,Social,8144.04330444336,0,0
267149927,1,high,66,Social,8152.76876831055,0,0
267344706,1,high,67,Social,8158.71295166016,0,0
267539490,1,high,68,Social,8164.65728759766,0,0
267734304,1,high,69,Social,8170.6025390625,0,0
267929090,1,high,70,Social,8176.54693603516,0,0
268123872,1,high,71,Social,8182.4912109375,0,0
268318692,1,high,72,Social,8188.43664550781,0,0
268513474,1,high,73,Social,8194.38092041016,0,0
268708259,1,high,74,Social,8200.32528686523,0,0
268903074,1,high,75,Social,8206.27056884766,0,0
269097860,1,high,76,Social,8212.21496582031,0,0
269292645,1,high,77,Social,8218.15933227539,2,2
269487425,1,high,78,Social,8224.10354614258,0,0
269682243,1,high,79,Social,8230.04891967773,2,0
269877032,0,high,80,Social,8235.99340820312,0,0
270071808,0,high,81,Social,8241.9375,0,0
270266634,1,high,82,Social,8247.88311767578,0,0
270461418,0,high,83,Social,8253.82745361328,0,0
270656195,0,high,84,Social,8259.77157592773,0,0
270851015,1,high,85,Social,8265.71701049805,0,0
271045793,1,high,86,Social,8271.66116333008,0,0
271240580,1,high,87,Social,8277.60559082031,0,0
271435394,1,high,88,Social,8283.55084228516,0,0
271630179,1,high,89,Social,8289.49520874023,0,0
271824962,1,high,90,Social,8295.43951416016,0,0
